scorer,lms,lms,lms,lms,lms,lms,lms,lms,lms,lms
labeled-data/nicotine_101921_shrew1/img01495.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img01496.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img01497.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img01498.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img01499.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02345.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02346.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02347.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02348.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02349.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02350.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02351.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02352.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02353.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02354.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02355.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02356.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02357.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02358.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02359.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02360.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02361.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02362.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02363.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02364.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02365.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02366.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02367.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02368.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02369.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02370.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02371.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02372.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02373.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02374.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02375.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02376.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02377.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02378.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02379.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02380.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02381.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02382.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02383.png,,,,,,,,,,
labeled-data/nicotine_101921_shrew1/img02384.png,,,,,,,,,,
